rank	token	count	share	ours
204	achi	53652	0.000583
205	ye	53548	0.000582
206	aisi	53041	0.000577
207	dono	53017	0.000576
208	ha	52904	0.000575
209	theek	52888	0.000575
210	khush	52820	0.000574
211	islam	52747	0.000574
212	sa	52736	0.000573
213	kaisay	52463	0.000570
214	inhen	52109	0.000567
215	hoga	51261	0.000557
216	koshish	51194	0.000557
217	mazeed	51168	0.000556
218	america	51085	0.000555
219	pi	50698	0.000551
220	al	50545	0.000550
221	wahan	50372	0.000548
222	likha	50300	0.000547
223	mushtamil	50113	0.000545
224	pasand	49934	0.000543
225	kaafi	49552	0.000539
226	ali	49360	0.000537
227	satke	49347	0.000537
228	kahan	49063	0.000533
229	kyunkay	48931	0.000532
230	barri	48906	0.000532	bari
231	dosray	48701	0.000530
232	mubarak	48455	0.000527
233	ik	48254	0.000525	ek
234	shamshad	48182	0.000524
235	baqi	47967	0.000522
236	dekha	47919	0.000521
237	umar	47900	0.000521
238	itna	47721	0.000519
239	jagah	47274	0.000514
240	hamari	46856	0.000509
241	kiye	46563	0.000506
242	chaar	46454	0.000505
243	raat	46447	0.000505
244	haal	46318	0.000504
245	mutabiq	45997	0.000500
246	kayi	45075	0.000490
247	itni	44952	0.000489
248	kehte	44753	0.000487
249	aam	44752	0.000487
250	peda	44105	0.000480
251	bilkul	44082	0.000479
252	amal	43950	0.000478
253	ilm	43741	0.000476
254	mukammal	43451	0.000472
255	ghazal	43438	0.000472
256	hazrat	43437	0.000472
257	sawal	43222	0.000470
258	wo	43143	0.000469
259	ensaan	43036	0.000468
260	yun	42679	0.000464
261	bi	42547	0.000463
262	nay	42540	0.000463
263	kkhuda	42472	0.000462
264	shair	42394	0.000461
265	maloom	42210	0.000459
266	karachi	42198	0.000459	Karachi
267	ahmed	41766	0.000454	Ahmed
268	majmoi	41761	0.000454
269	hona	41655	0.000453
270	haq	41646	0.000453
271	atay	41199	0.000448
272	bayan	41197	0.000448
273	wohi	41113	0.000447
274	soch	41055	0.000446
275	zabaan	40958	0.000445
276	ghair	40930	0.000445
277	mohabbat	40860	0.000444
278	aleh	40859	0.000444
279	angrezi	40730	0.000443
280	karti	40701	0.000443
281	pehli	40699	0.000443
282	bara	40657	0.000442
283	khatam	40408	0.000439
284	barray	40235	0.000437	baray
285	behtar	40156	0.000437
286	daur	40151	0.000437
287	rakha	39553	0.000430
288	jung	39540	0.000430
289	khoob	39513	0.000430
290	chay	39495	0.000429	chhay
291	satah	39116	0.000425
292	zaroorat	38980	0.000424
293	salam	38884	0.000423
294	jari	38638	0.000420
295	karte	38626	0.000420
296	anay	38396	0.000418
297	tehreer	38319	0.000417
298	karo	38313	0.000417
299	zaroor	37890	0.000412
300	pakistani	37547	0.000408
301	shayar	37334	0.000406
302	dete	37092	0.000403
303	sakti	37000	0.000402
304	walon	36995	0.000402
305	ilawa	36987	0.000402
306	mushkil	36965	0.000402
307	nai	36687	0.000399	nahin
308	sipahi	36553	0.000397
309	iss	36524	0.000397
310	quran	36378	0.000396
311	reh	36152	0.000393
312	lag	35683	0.000388
313	number	35618	0.000387
314	zara	35567	0.000387
315	dost	35515	0.000386
316	aati	35461	0.000386
317	meter	35402	0.000385
318	samnay	35388	0.000385
319	mukhtalif	35324	0.000384
320	am	35256	0.000383
321	hissa	35180	0.000383
322	doosri	35110	0.000382
323	dainay	35097	0.000382
324	khabar	34639	0.000377
325	cheez	34563	0.000376
326	jana	34287	0.000373
327	tareekh	34137	0.000371
328	chand	34071	0.000370
329	batain	33969	0.000369
330	umeed	33815	0.000368
331	paanch	33628	0.000366
332	chal	33595	0.000365
333	dua	33137	0.000360
334	pani	32991	0.000359
335	deta	32972	0.000359
336	deen	32937	0.000358
337	likh	32926	0.000358
338	murabba	32683	0.000355
339	naan	32571	0.000354
340	matlab	32542	0.000354
341	shairi	32242	0.000351
342	khaas	32133	0.000349
343	mila	32092	0.000349
344	asal	32091	0.000349
345	shadi	32049	0.000348
346	shah	31997	0.000348
347	soorat	31682	0.000344
348	shakhs	31649	0.000344
349	bulandi	31641	0.000344
350	raqba	31546	0.000343
351	shaam	31488	0.000342
352	ahem	31456	0.000342
353	warna	31259	0.000340
354	gay	31200	0.000339
355	jabkay	30902	0.000336
356	aqwami	30877	0.000336
357	safha	30768	0.000335
358	durust	30705	0.000334
359	li	30680	0.000334
360	aakhri	30402	0.000331
361	ghalat	30384	0.000330
362	mout	30350	0.000330
363	band	30338	0.000330
364	parh	30225	0.000329
365	islami	30221	0.000329
366	khusi	30166	0.000328
367	lafz	30133	0.000328
368	tasweer	30040	0.000327
369	tou	29961	0.000326	to
370	kay	29721	0.000323	ke
371	musalman	29605	0.000322
372	kher	29451	0.000320
373	bta	29404	0.000320
374	farmaya	29164	0.000317
375	masla	29110	0.000317
376	no	29083	0.000316
377	kilomitr	28871	0.000314
378	roz	28835	0.000314
379	wah	28832	0.000314
380	poori	28808	0.000313
381	ada	28789	0.000313
382	subah	28775	0.000313
383	theen	28765	0.000313
384	janib	28661	0.000312
385	hogi	28645	0.000311
386	in	28627	0.000311
387	madad	28530	0.000310
388	kehna	28467	0.000310
389	qaim	28262	0.000307
390	zikar	28214	0.000307
391	lagey	27873	0.000303
392	qisam	27819	0.000302
393	abad	27806	0.000302
394	muslim	27764	0.000302
395	bahar	27687	0.000301
396	sale	27625	0.000300
397	dena	27555	0.000300
398	duniya	27493	0.000299
399	andaaz	27445	0.000298
400	parre	27404	0.000298
401	bhar	27400	0.000298
402	agay	27274	0.000297
403	amrici	27232	0.000296
404	der	27192	0.000296
405	chore	27136	0.000295
406	samandar	27120	0.000295
407	kab	27097	0.000295
408	zahir	27050	0.000294
409	taa	27014	0.000294
410	shaamil	26985	0.000293
411	chalay	26951	0.000293
412	h	26883	0.000292
413	test	26698	0.000290
414	or	26633	0.000290
415	lau	26565	0.000289
416	izhaar	26534	0.000289
417	mutahidda	26422	0.000287
418	pehla	26346	0.000286
419	dr	26267	0.000286
420	wapas	25938	0.000282
421	taleem	25886	0.000281
422	azam	25866	0.000281
423	mumalik	25481	0.000277
424	saari	25433	0.000277
425	diye	25431	0.000277
426	saat	25389	0.000276
427	chuka	25324	0.000275
428	sun	25242	0.000274
429	qoum	25193	0.000274
430	dafaa	24952	0.000271
431	talluq	24818	0.000270
432	douran	24806	0.000270
433	hamara	24805	0.000270
434	saaray	24791	0.000270
435	achay	24770	0.000269
436	pak	24750	0.000269
437	zail	24629	0.000268
438	aksar	24592	0.000267
439	miley	24511	0.000267
440	sahih	24413	0.000265	sahi
441	hamesha	24396	0.000265
442	bananay	24340	0.000265
443	saddar	24296	0.000264
444	nizaam	24285	0.000264
445	karkay	24278	0.000264
446	jisay	24226	0.000263
447	das	24189	0.000263
448	qarar	24150	0.000263
449	rang	24006	0.000261
450	bharat	23995	0.000261
451	qatal	23947	0.000260
452	darya	23804	0.000259
453	wasallam	23771	0.000258
454	tig	23761	0.000258
455	cricket	23695	0.000258
456	kardiya	23690	0.000258
457	naye	23660	0.000257
458	rahen	23623	0.000257
459	zila	23584	0.000256
460	tv	23505	0.000256
461	hussain	23493	0.000255
462	qaumi	23395	0.000254
463	tab	23389	0.000254
464	allag	23343	0.000254
465	kalaam	23333	0.000254
466	awam	23281	0.000253
467	siyasi	23264	0.000253
468	arab	23189	0.000252
469	banaya	23150	0.000252
470	raye	23092	0.000251
471	deegar	22917	0.000249
472	bar	22903	0.000249
473	ameeen	22831	0.000248
474	ikhtiyar	22687	0.000247
475	iqbal	22663	0.000246
476	aawaz	22663	0.000246
477	wazeer	22634	0.000246
478	bachay	22612	0.000246
479	dun	22590	0.000246
480	zurori	22495	0.000245
481	tareen	22237	0.000242
482	chahta	22219	0.000242
483	baghair	22212	0.000242
484	hogaya	22187	0.000241
485	aadmi	22164	0.000241
486	husn	22141	0.000241
487	hal	22134	0.000241
488	maloomat	22045	0.000240
489	mauqa	21973	0.000239
490	rasool	21927	0.000238
491	baaz	21898	0.000238
492	jald	21895	0.000238
493	haqeeqat	21757	0.000237
494	s	21738	0.000236
495	itnay	21738	0.000236
496	mashhoor	21659	0.000236
497	january	21652	0.000235
498	abbu	21614	0.000235
499	oopar	21597	0.000235
500	sach	21595	0.000235
501	fouj	21515	0.000234
502	mumkin	21478	0.000234
503	dard	21467	0.000233
504	lahore	21455	0.000233	Lahore
505	jaldi	21427	0.000233
506	bachon	21411	0.000233
507	website	21359	0.000232
508	blog	21358	0.000232
509	rehta	21290	0.000231
510	kehnay	21285	0.000231
511	hawalay	21179	0.000230
512	yaqeen	21120	0.000230
513	yaar	21014	0.000228
514	qabil	20777	0.000226
515	tadaad	20678	0.000225
516	dosra	20624	0.000224
517	khobsorat	20594	0.000224
518	mutaliq	20562	0.000224
519	aath	20450	0.000222
520	rehne	20402	0.000222
521	dekhen	20323	0.000221
522	chuke	20314	0.000221
523	gham	20288	0.000221
524	masjid	20253	0.000220
525	faisla	20228	0.000220
526	hoon	20220	0.000220	hun
527	intzaar	20210	0.000220
528	darmain	20204	0.000220
529	qubool	20202	0.000220
530	hukum	20200	0.000220
531	ishhq	20156	0.000219
532	ilaqa	20102	0.000219
533	tehreek	20017	0.000218
534	july	19958	0.000217
535	naya	19957	0.000217
536	ghalib	19924	0.000217
537	parhnay	19905	0.000216
538	halaat	19752	0.000215
539	aks	19712	0.000214
540	aaghaz	19663	0.000214
541	sir	19659	0.000214
542	ahal	19645	0.000214
543	poora	19633	0.000213
544	rakhtay	19615	0.000213
545	chahay	19602	0.000213
546	nazam	19550	0.000213
547	harry	19533	0.000212
548	letay	19509	0.000212
549	qanoon	19508	0.000212
550	jamaat	19501	0.000212
551	jaissa	19414	0.000211
552	qabal	19400	0.000211
553	d	19390	0.000211
554	dobarah	19330	0.000210
555	aalam	19314	0.000210
556	bataya	19298	0.000210
557	khawab	19228	0.000209
558	fikar	19214	0.000209
559	suna	19205	0.000209
560	raah	19190	0.000209
561	talaash	19170	0.000208
562	marey	19130	0.000208
563	farq	19088	0.000208
564	mausam	19053	0.000207
565	feb	19047	0.000207
566	sara	19046	0.000207
567	utar	18990	0.000206
568	daal	18954	0.000206
569	tareeqa	18927	0.000206
570	namaz	18912	0.000206
571	insani	18872	0.000205
572	bartari	18872	0.000205
573	khail	18816	0.000205
574	kirdaar	18776	0.000204
575	lagi	18750	0.000204
576	dar	18749	0.000204
577	waqai	18655	0.000203
578	shukar	18644	0.000203
579	aamdeed	18633	0.000203
580	khanay	18568	0.000202
581	shaya	18561	0.000202
582	jahaaz	18549	0.000202
583	nikal	18537	0.000202
584	azaadi	18521	0.000201
585	tar	18518	0.000201
586	maqsad	18514	0.000201
587	ijazat	18505	0.000201
588	daar	18491	0.000201
589	bangal	18484	0.000201
590	khilaaf	18462	0.000201
591	tu	18376	0.000200
592	mehsoos	18364	0.000200
593	tarjuma	18295	0.000199
594	rakhnay	18291	0.000199
595	taraqqi	18275	0.000199
596	party	18268	0.000199
597	ibn	18241	0.000198
598	bajaye	18177	0.000198
599	aurat	18175	0.000198
600	dhaagay	18142	0.000197
601	para	18075	0.000197
602	arrey	18059	0.000196
603	laga	17984	0.000196
604	teri	17957	0.000195
605	taham	17896	0.000195
606	behtareen	17860	0.000194
607	masroof	17859	0.000194
608	ghalti	17832	0.000194
609	maa	17807	0.000194
610	chaye	17803	0.000194	chai
611	waghera	17788	0.000193
612	imran	17768	0.000193
613	aankhon	17752	0.000193
614	paaya	17749	0.000193
615	zamane	17743	0.000193
616	ayen	17720	0.000193
617	mili	17705	0.000193
618	azeem	17696	0.000192
619	aalmi	17691	0.000192
620	fi	17685	0.000192
621	fehrist	17604	0.000191
622	dinon	17540	0.000191
623	qader	17516	0.000190
624	ataa	17514	0.000190
625	chuki	17510	0.000190
626	pegham	17457	0.000190
627	bhool	17455	0.000190
628	imam	17436	0.000190
629	link	17427	0.000189
630	maqam	17385	0.000189
631	tak	17319	0.000188
632	arabi	17269	0.000188
633	mohtaram	17257	0.000188
634	kehta	17240	0.000187
635	shareef	17239	0.000187
636	film	17200	0.000187
637	mun	17192	0.000187
638	mazmoon	17181	0.000187
639	deti	17101	0.000186
640	assar	17095	0.000186
641	mean	17094	0.000186
642	phone	17053	0.000185
643	syed	17002	0.000185
644	rakhay	17002	0.000185
645	idhar	16995	0.000185
646	nabi	16976	0.000185
647	kha	16974	0.000185
648	roshni	16972	0.000185
649	guzar	16862	0.000183
650	silsila	16723	0.000182
651	nuqsaan	16681	0.000181
652	peechay	16667	0.000181
653	line	16649	0.000181
654	dekhnay	16644	0.000181
655	imaan	16615	0.000181
656	darj	16608	0.000181
657	yay	16603	0.000181
658	ilaqay	16593	0.000180
659	misaal	16564	0.000180
660	mauzo	16542	0.000180
661	azad	16523	0.000180
662	punjab	16441	0.000179	Punjab
663	milta	16382	0.000178
664	huzoor	16366	0.000178
665	hadees	16334	0.000178
666	bhala	16317	0.000177
667	elaan	16286	0.000177
668	chalein	16266	0.000177
669	chaand	16262	0.000177
670	dekhte	16232	0.000176
671	aag	16209	0.000176
672	thori	16198	0.000176
673	feesad	16135	0.000175
674	a	16126	0.000175
675	lainay	16098	0.000175
676	likhnay	16040	0.000174
677	forum	16038	0.000174
678	gai	16025	0.000174	gayi
679	shakal	15939	0.000173
680	bhae	15898	0.000173
681	haazir	15866	0.000173
682	hay	15862	0.000172
683	behas	15843	0.000172
684	aasaan	15838	0.000172
685	tasaveer	15824	0.000172
686	bain	15798	0.000172
687	chahtay	15775	0.000172
688	baton	15773	0.000172
689	behan	15750	0.000171
690	bacha	15724	0.000171
691	haye	15662	0.000170
692	andaza	15636	0.000170
693	taliban	15603	0.000170
694	ryast	15565	0.000169
695	shumaar	15553	0.000169
696	tumahray	15551	0.000169
697	hogayi	15547	0.000169
698	laa	15545	0.000169
699	poanch	15527	0.000169
700	intikhab	15471	0.000168
701	baal	15445	0.000168
702	barh	15434	0.000168
703	eid	15422	0.000168	Eid
704	may	15411	0.000168
705	hamza	15396	0.000167
706	dhaga	15393	0.000167
707	zariye	15358	0.000167
708	khoon	15352	0.000167
709	mah	15347	0.000167
710	rehti	15322	0.000167
711	taqseem	15215	0.000165
712	tabdeel	15214	0.000165
713	laakh	15195	0.000165
714	bawajood	15186	0.000165
715	gayeen	15111	0.000164
716	zindah	15092	0.000164
717	taala	15082	0.000164
718	haalat	15079	0.000164
719	zabardast	15066	0.000164
720	zair	15063	0.000164
721	karni	15056	0.000164
722	adab	15044	0.000164
723	out	15028	0.000163
724	izafah	15013	0.000163
725	martaba	15012	0.000163
726	sarkari	14968	0.000163
727	zimma	14963	0.000163
728	wazeh	14956	0.000163
729	banay	14910	0.000162
730	taamer	14873	0.000162
731	anees	14864	0.000162
732	riyasat	14822	0.000161
733	font	14805	0.000161
734	bunyaad	14778	0.000161
735	shak	14760	0.000160
736	ghhor	14756	0.000160
737	jama	14756	0.000160
738	kahani	14723	0.000160
739	saken	14718	0.000160
740	maza	14689	0.000160
741	tareef	14656	0.000159
742	bad	14606	0.000159
743	manzar	14557	0.000158
744	daari	14553	0.000158
745	tujh	14549	0.000158
746	socha	14530	0.000158
747	waqea	14517	0.000158
748	bay	14516	0.000158
749	parha	14503	0.000158
750	gir	14455	0.000157
751	silsilay	14420	0.000157
752	aman	14398	0.000157
753	tumhari	14389	0.000156
754	aan	14340	0.000156
755	siyasat	14328	0.000156
756	us	14315	0.000156
757	zor	14280	0.000155
758	karam	14271	0.000155
759	pyar	14259	0.000155
760	taqreeban	14254	0.000155
761	masail	14213	0.000155
762	badal	14201	0.000154
763	musalmanoon	14188	0.000154
764	janoobi	14181	0.000154
765	uskay	14180	0.000154
766	typing	14103	0.000153
767	kash	14031	0.000153
768	baara	14021	0.000152
769	kamaal	14021	0.000152
770	assembly	14016	0.000152
771	khanah	13973	0.000152
772	dam	13957	0.000152
773	shoq	13945	0.000152
774	tehat	13924	0.000151
775	khwaja	13917	0.000151
776	sy	13906	0.000151
777	pari	13902	0.000151
778	intahi	13868	0.000151
779	bees	13834	0.000150
780	darja	13822	0.000150
781	tavajja	13819	0.000150
782	chhootey	13798	0.000150
783	behar	13797	0.000150
784	mazhab	13775	0.000150
785	bijli	13729	0.000149
786	m	13703	0.000149
787	uski	13692	0.000149
788	lena	13689	0.000149
789	zehan	13685	0.000149
790	chalo	13657	0.000149
791	baraye	13647	0.000148
792	watan	13635	0.000148
793	fouji	13631	0.000148
794	taaruf	13617	0.000148
795	baba	13540	0.000147
796	parta	13538	0.000147
797	rakhta	13534	0.000147
798	kamyaab	13531	0.000147
799	saaf	13514	0.000147
800	pooch	13501	0.000147
801	pa	13455	0.000146
802	khana	13444	0.000146
803	kami	13418	0.000146
804	hogaye	13382	0.000146
805	hojaye	13361	0.000145
806	soobah	13357	0.000145
807	roza	13333	0.000145
808	baais	13263	0.000144
809	farmaiye	13261	0.000144
810	aziz	13229	0.000144
811	y	13228	0.000144
812	boqt	13211	0.000144
813	khurram	13209	0.000144
814	vote	13184	0.000143
815	hesiyat	13177	0.000143
816	molana	13170	0.000143
817	iran	13167	0.000143
818	sayarah	13146	0.000143
819	fatah	13121	0.000143
820	uska	13116	0.000143
821	kamyabi	13111	0.000143
822	india	13087	0.000142
823	guftagu	13054	0.000142
824	county	13040	0.000142
825	sukh	13029	0.000142
826	khidmat	13025	0.000142
827	mehnat	13012	0.000141
828	buland	13008	0.000141
829	jatay	13001	0.000141
830	hindostan	12943	0.000141
831	saood	12935	0.000141
832	muntakhib	12929	0.000141
833	ba	12928	0.000141
834	dur	12909	0.000140
835	likhi	12902	0.000140
836	albata	12893	0.000140
837	lijiye	12826	0.000139
838	betay	12822	0.000139
839	umdah	12820	0.000139
840	meer	12799	0.000139
841	sindh	12795	0.000139	Sindh
842	injaam	12759	0.000139
843	jaoon	12748	0.000139
844	rab	12735	0.000138
845	kitney	12720	0.000138
846	ajeeb	12660	0.000138
847	of	12633	0.000137
848	doston	12612	0.000137
849	ehsas	12592	0.000137
850	march	12576	0.000137
851	sakht	12573	0.000137
852	zaati	12545	0.000136
853	kijiyej	12544	0.000136
854	saka	12528	0.000136
855	general	12524	0.000136
856	zamana	12442	0.000135
857	chali	12440	0.000135
858	mojooda	12409	0.000135
859	arz	12389	0.000135
860	farma	12384	0.000135
861	aqal	12377	0.000135
862	chain	12373	0.000135
863	mehfooz	12308	0.000134
864	bani	12291	0.000134
865	miss	12277	0.000133
866	waris	12265	0.000133
867	neechay	12245	0.000133
868	arsa	12237	0.000133
869	numaish	12233	0.000133
870	scan	12233	0.000133
871	larki	12231	0.000133
872	f	12202	0.000133
873	baap	12200	0.000133
874	khawateen	12198	0.000133
875	rasta	12180	0.000132
876	ghulam	12173	0.000132
877	shikaar	12132	0.000132
878	aapko	12094	0.000132
879	utha	12070	0.000131
880	mughal	12061	0.000131
881	moazrat	12060	0.000131
882	net	12057	0.000131
883	shuda	12042	0.000131
884	mard	12035	0.000131
885	chunkay	11972	0.000130
886	barabar	11959	0.000130
887	afghanistan	11952	0.000130
888	aankhh	11946	0.000130
889	fun	11934	0.000130
890	nikaal	11896	0.000129
891	decemeber	11886	0.000129
892	bartanwi	11875	0.000129
893	ashaar	11871	0.000129
894	qaisrani	11864	0.000129
895	kitni	11864	0.000129
896	augst	11846	0.000129
897	load	11837	0.000129
898	maghribi	11831	0.000129
899	ain	11824	0.000129
900	computer	11819	0.000129
901	jism	11808	0.000128
902	hathon	11792	0.000128
903	choti	11771	0.000128
904	gussa	11737	0.000128
905	kr	11726	0.000128	kar
906	tre	11713	0.000127
907	alaikum	11703	0.000127
908	ro	11702	0.000127
909	saltanat	11694	0.000127
910	milnay	11675	0.000127
911	maal	11674	0.000127
912	khat	11662	0.000127
913	baithy	11655	0.000127
914	waalid	11650	0.000127
915	farsi	11630	0.000126
916	tafseel	11613	0.000126
917	programme	11595	0.000126
918	tera	11585	0.000126
919	saalgirah	11583	0.000126
920	miyan	11550	0.000126
921	jadeed	11510	0.000125
922	barish	11507	0.000125
923	toh	11499	0.000125
924	mazhabi	11473	0.000125
925	dekho	11467	0.000125
926	nateeja	11466	0.000125
927	morad	11459	0.000125
928	mulaqaat	11459	0.000125
929	biwi	11454	0.000125
930	yah	11453	0.000125
931	score	11450	0.000125
932	rakhna	11436	0.000124
933	inkaar	11429	0.000124
934	aayat	11429	0.000124
935	bartania	11386	0.000124
936	sheikh	11379	0.000124
937	shakhsiyat	11369	0.000124
938	time	11367	0.000124
939	dawat	11336	0.000123
940	mar	11324	0.000123
941	rakhi	11314	0.000123
942	zameen	11311	0.000123
943	kareem	11300	0.000123
944	razi	11286	0.000123
945	gul	11247	0.000122
946	sonay	11236	0.000122
947	shab	11221	0.000122
948	dushman	11215	0.000122
949	faraham	11209	0.000122
950	video	11205	0.000122
951	khaali	11200	0.000122
952	neend	11194	0.000122
953	kitna	11190	0.000122
954	khwahish	11172	0.000121
955	ustaad	11169	0.000121
956	land	11150	0.000121
957	ek	11143	0.000121
958	saboot	11117	0.000121
959	ahmiyat	11113	0.000121
960	click	11100	0.000121
961	mumbai	11091	0.000121
962	khandan	11073	0.000120
963	noor	11056	0.000120
964	muqaddas	11055	0.000120
965	jeet	11051	0.000120
966	ankhen	11036	0.000120
967	rabt	11011	0.000120
968	chalta	11006	0.000120
969	gayab	11006	0.000120
970	science	10996	0.000120
971	mulahiza	10961	0.000119
972	lagaya	10954	0.000119
973	hamlay	10941	0.000119
974	lagti	10939	0.000119
975	agarchay	10933	0.000119
976	award	10927	0.000119
977	gayarah	10916	0.000119
978	post	10914	0.000119
979	sahet	10912	0.000119
980	quied	10904	0.000119
981	maan	10902	0.000119
982	likhte	10882	0.000118
983	lala	10857	0.000118
984	hisaab	10844	0.000118
985	sahi	10840	0.000118
986	pabandi	10839	0.000118
987	mehez	10833	0.000118
988	board	10826	0.000118
989	gird	10799	0.000117
990	jao	10795	0.000117
991	pandrah	10791	0.000117
992	rivayet	10784	0.000117
993	jaanta	10755	0.000117	janta
994	raza	10747	0.000117
995	taaza	10739	0.000117
996	an	10726	0.000117
997	guzashta	10720	0.000117
998	sabab	10712	0.000116
999	kaisi	10690	0.000116
1000	shadeed	10688	0.000116
1001	apkee	10685	0.000116
1002	bil	10663	0.000116
1003	banaye	10663	0.000116
1004	agaya	10660	0.000116
